8.474576e-03 1.052766e-02
1.694915e-02 1.069852e-02
2.542373e-02 1.087303e-02
3.389831e-02 1.105137e-02
4.237288e-02 1.123372e-02
5.084746e-02 1.142025e-02
5.932203e-02 1.161119e-02
6.779661e-02 1.180674e-02
7.627119e-02 1.200714e-02
8.474576e-02 1.221263e-02
9.322034e-02 1.242349e-02
1.016949e-01 1.264000e-02
1.101695e-01 1.286248e-02
1.186441e-01 1.309124e-02
1.271186e-01 1.332667e-02
1.355932e-01 1.356914e-02
1.440678e-01 1.381907e-02
1.525424e-01 1.407694e-02
1.610169e-01 1.434322e-02
1.694915e-01 1.461847e-02
1.779661e-01 1.490328e-02
1.864407e-01 1.519828e-02
1.949153e-01 1.550420e-02
2.033898e-01 1.582181e-02
2.118644e-01 1.615196e-02
2.203390e-01 1.649560e-02
2.288136e-01 1.685378e-02
2.372881e-01 1.722765e-02
2.457627e-01 1.761851e-02
2.542373e-01 1.757520e-02
2.627119e-01 1.710087e-02
2.711864e-01 1.664739e-02
2.796610e-01 1.621315e-02
2.881356e-01 1.579666e-02
2.966102e-01 1.539661e-02
3.050847e-01 1.501180e-02
3.135593e-01 1.464116e-02
3.220339e-01 1.428371e-02
3.305085e-01 1.393855e-02
3.389831e-01 1.360487e-02
3.474576e-01 1.328193e-02
3.559322e-01 1.296904e-02
3.644068e-01 1.266559e-02
3.728814e-01 1.237099e-02
3.813559e-01 1.208473e-02
3.898305e-01 1.180631e-02
3.983051e-01 1.153528e-02
4.067797e-01 1.127122e-02
4.152542e-01 1.101376e-02
4.237288e-01 1.076253e-02
4.322034e-01 1.051719e-02
4.406780e-01 1.027745e-02
4.491525e-01 1.004300e-02
4.576271e-01 9.813586e-03
4.661017e-01 9.588952e-03
4.745763e-01 9.368862e-03
4.830508e-01 9.153098e-03
4.915254e-01 8.941452e-03
5.000000e-01 8.733733e-03
5.084746e-01 8.529757e-03
5.169492e-01 8.329356e-03
5.254237e-01 8.132368e-03
5.338983e-01 7.938643e-03
5.423729e-01 7.748039e-03
5.508475e-01 7.560422e-03
5.593220e-01 7.375665e-03
5.677966e-01 7.193649e-03
5.762712e-01 7.014262e-03
5.847458e-01 6.837397e-03
5.932203e-01 6.662953e-03
6.016949e-01 6.490835e-03
6.101695e-01 6.320952e-03
6.186441e-01 6.153219e-03
6.271186e-01 5.987554e-03
6.355932e-01 5.823880e-03
6.440678e-01 5.662125e-03
6.525424e-01 5.502218e-03
6.610169e-01 5.344093e-03
6.694915e-01 5.187689e-03
6.779661e-01 5.032945e-03
6.864407e-01 4.879804e-03
6.949153e-01 4.728212e-03
7.033898e-01 4.578118e-03
7.118644e-01 4.429472e-03
7.203390e-01 4.282229e-03
7.288136e-01 4.136343e-03
7.372881e-01 3.991772e-03
7.457627e-01 3.848475e-03
7.542373e-01 3.706414e-03
7.627119e-01 3.565552e-03
7.711864e-01 3.425854e-03
7.796610e-01 3.287286e-03
7.881356e-01 3.149816e-03
7.966102e-01 3.013414e-03
8.050847e-01 2.878049e-03
8.135593e-01 2.743695e-03
8.220339e-01 2.610324e-03
8.305085e-01 2.477911e-03
8.389831e-01 2.346432e-03
8.474576e-01 2.215863e-03
8.559322e-01 2.086182e-03
8.644068e-01 1.957367e-03
8.728814e-01 1.829399e-03
8.813559e-01 1.702257e-03
8.898305e-01 1.575923e-03
8.983051e-01 1.450380e-03
9.067797e-01 1.325610e-03
9.152542e-01 1.201597e-03
9.237288e-01 1.078326e-03
9.322034e-01 9.557807e-04
9.406780e-01 8.339482e-04
9.491525e-01 7.128144e-04
9.576271e-01 5.923665e-04
9.661017e-01 4.725921e-04
9.745763e-01 3.534792e-04
9.830508e-01 2.350167e-04
9.915254e-01 1.171937e-04
